timestamp,sensor_id,value,unit
2025-06-04T00:33:34.121188,PressureSensor,1028.4692271012198,hPa
2025-06-04T00:33:34.121191,PressureSensor,1028.4692271012198,hPa
2025-06-04T00:33:34.121193,PressureSensor,1028.4692271012198,hPa
2025-06-04T00:33:34.121195,PressureSensor,1028.4692271012198,hPa
2025-06-04T00:33:34.121200,HumiditySensor,33.1411321143636,%
2025-06-04T00:33:34.121202,HumiditySensor,33.1411321143636,%
2025-06-04T00:33:34.121204,HumiditySensor,33.1411321143636,%
2025-06-04T00:33:34.121206,HumiditySensor,33.1411321143636,%
2025-06-04T00:33:34.121207,HumiditySensor,33.1411321143636,%
2025-06-04T00:33:34.121211,AirQualitySensor,0.9506849388273841,AQI
2025-06-04T00:33:34.121213,AirQualitySensor,0.9506849388273841,AQI
2025-06-04T00:33:34.121215,AirQualitySensor,0.9506849388273841,AQI
2025-06-04T00:33:34.121217,AirQualitySensor,0.9506849388273841,AQI
2025-06-04T00:33:34.121219,AirQualitySensor,0.9506849388273841,AQI
2025-06-04T00:33:34.121222,TemperatureSensor,-18.39,°C
2025-06-04T00:33:34.121222,TemperatureSensor,-18.39,°C
2025-06-04T00:33:34.121222,TemperatureSensor,-18.39,°C
2025-06-04T00:33:34.121222,TemperatureSensor,-18.39,°C
2025-06-04T00:33:34.121222,TemperatureSensor,-18.39,°C
2025-06-04T00:33:35.121819,PressureSensor,960.5371892795498,hPa
2025-06-04T00:33:35.121836,PressureSensor,960.5371892795498,hPa
2025-06-04T00:33:35.121844,PressureSensor,960.5371892795498,hPa
2025-06-04T00:33:35.121846,PressureSensor,960.5371892795498,hPa
2025-06-04T00:33:35.121847,PressureSensor,960.5371892795498,hPa
2025-06-04T00:33:35.121851,PressureSensor,960.5371892795498,hPa
2025-06-04T00:33:35.121856,HumiditySensor,92.15066404516892,%
2025-06-04T00:33:35.121858,HumiditySensor,92.15066404516892,%
2025-06-04T00:33:35.121860,HumiditySensor,92.15066404516892,%
2025-06-04T00:33:35.121861,HumiditySensor,92.15066404516892,%
2025-06-04T00:33:35.121863,HumiditySensor,92.15066404516892,%
2025-06-04T00:33:35.121865,HumiditySensor,92.15066404516892,%
2025-06-04T00:33:35.121869,AirQualitySensor,296.60782201106554,AQI
2025-06-04T00:33:35.121871,AirQualitySensor,296.60782201106554,AQI
2025-06-04T00:33:35.121872,AirQualitySensor,296.60782201106554,AQI
2025-06-04T00:33:35.121874,AirQualitySensor,296.60782201106554,AQI
2025-06-04T00:33:35.121875,AirQualitySensor,296.60782201106554,AQI
2025-06-04T00:33:35.121879,AirQualitySensor,296.60782201106554,AQI
2025-06-04T00:33:35.121883,TemperatureSensor,-18.44,°C
2025-06-04T00:33:35.121883,TemperatureSensor,-18.44,°C
2025-06-04T00:33:35.121883,TemperatureSensor,-18.44,°C
2025-06-04T00:33:35.121883,TemperatureSensor,-18.44,°C
2025-06-04T00:33:35.121883,TemperatureSensor,-18.44,°C
2025-06-04T00:33:35.121883,TemperatureSensor,-18.44,°C
2025-06-04T00:33:36.122331,PressureSensor,996.8154782757812,hPa
2025-06-04T00:33:36.122357,PressureSensor,996.8154782757812,hPa
2025-06-04T00:33:36.122359,PressureSensor,996.8154782757812,hPa
2025-06-04T00:33:36.122361,PressureSensor,996.8154782757812,hPa
2025-06-04T00:33:36.122363,PressureSensor,996.8154782757812,hPa
2025-06-04T00:33:36.122365,PressureSensor,996.8154782757812,hPa
2025-06-04T00:33:36.122366,PressureSensor,996.8154782757812,hPa
2025-06-04T00:33:36.122371,HumiditySensor,28.156464287844074,%
2025-06-04T00:33:36.122373,HumiditySensor,28.156464287844074,%
2025-06-04T00:33:36.122378,HumiditySensor,28.156464287844074,%
2025-06-04T00:33:36.122379,HumiditySensor,28.156464287844074,%
2025-06-04T00:33:36.122381,HumiditySensor,28.156464287844074,%
2025-06-04T00:33:36.122382,HumiditySensor,28.156464287844074,%
2025-06-04T00:33:36.122384,HumiditySensor,28.156464287844074,%
2025-06-04T00:33:36.122388,AirQualitySensor,323.6041143666139,AQI
2025-06-04T00:33:36.122390,AirQualitySensor,323.6041143666139,AQI
2025-06-04T00:33:36.122392,AirQualitySensor,323.6041143666139,AQI
2025-06-04T00:33:36.122393,AirQualitySensor,323.6041143666139,AQI
2025-06-04T00:33:36.122394,AirQualitySensor,323.6041143666139,AQI
2025-06-04T00:33:36.122396,AirQualitySensor,323.6041143666139,AQI
2025-06-04T00:33:36.122397,AirQualitySensor,323.6041143666139,AQI
2025-06-04T00:33:36.122400,TemperatureSensor,-18.64,°C
2025-06-04T00:33:36.122400,TemperatureSensor,-18.64,°C
2025-06-04T00:33:36.122400,TemperatureSensor,-18.64,°C
2025-06-04T00:33:36.122400,TemperatureSensor,-18.64,°C
2025-06-04T00:33:36.122400,TemperatureSensor,-18.64,°C
2025-06-04T00:33:36.122400,TemperatureSensor,-18.64,°C
2025-06-04T00:33:36.122400,TemperatureSensor,-18.64,°C
2025-06-04T00:33:37.122817,PressureSensor,1006.2523957550393,hPa
2025-06-04T00:33:37.122847,PressureSensor,1006.2523957550393,hPa
2025-06-04T00:33:37.122850,PressureSensor,1006.2523957550393,hPa
2025-06-04T00:33:37.122852,PressureSensor,1006.2523957550393,hPa
2025-06-04T00:33:37.122854,PressureSensor,1006.2523957550393,hPa
2025-06-04T00:33:37.122855,PressureSensor,1006.2523957550393,hPa
2025-06-04T00:33:37.122857,PressureSensor,1006.2523957550393,hPa
2025-06-04T00:33:37.122858,PressureSensor,1006.2523957550393,hPa
2025-06-04T00:33:37.122863,HumiditySensor,61.24229973782893,%
2025-06-04T00:33:37.122865,HumiditySensor,61.24229973782893,%
2025-06-04T00:33:37.122867,HumiditySensor,61.24229973782893,%
2025-06-04T00:33:37.122868,HumiditySensor,61.24229973782893,%
2025-06-04T00:33:37.122869,HumiditySensor,61.24229973782893,%
2025-06-04T00:33:37.122871,HumiditySensor,61.24229973782893,%
2025-06-04T00:33:37.122872,HumiditySensor,61.24229973782893,%
2025-06-04T00:33:37.122874,HumiditySensor,61.24229973782893,%
2025-06-04T00:33:37.122879,AirQualitySensor,166.77050956214762,AQI
2025-06-04T00:33:37.122888,AirQualitySensor,166.77050956214762,AQI
2025-06-04T00:33:37.122890,AirQualitySensor,166.77050956214762,AQI
2025-06-04T00:33:37.122891,AirQualitySensor,166.77050956214762,AQI
2025-06-04T00:33:37.122892,AirQualitySensor,166.77050956214762,AQI
2025-06-04T00:33:37.122894,AirQualitySensor,166.77050956214762,AQI
2025-06-04T00:33:37.122895,AirQualitySensor,166.77050956214762,AQI
2025-06-04T00:33:37.122896,AirQualitySensor,166.77050956214762,AQI
2025-06-04T00:33:37.122900,TemperatureSensor,-19.98,°C
2025-06-04T00:33:37.122900,TemperatureSensor,-19.98,°C
2025-06-04T00:33:37.122900,TemperatureSensor,-19.98,°C
2025-06-04T00:33:37.122900,TemperatureSensor,-19.98,°C
2025-06-04T00:33:37.122900,TemperatureSensor,-19.98,°C
2025-06-04T00:33:37.122900,TemperatureSensor,-19.98,°C
2025-06-04T00:33:37.122900,TemperatureSensor,-19.98,°C
2025-06-04T00:33:37.122900,TemperatureSensor,-19.98,°C
